"","treatment","jar_id","day","jar_count","replicate","count"
"870","20C",1,1,603,63,43
"871","20C",1,3,615,63,37
"872","14C",1,3,681,63,40
"873","20C",1,5,582,63,28
"874","14C",1,5,661,63,36
"875","20C",1,7,514,63,35
"876","14C",1,7,250,63,17
"877","20C",1,10,758,63,48
"878","14C",1,10,246,63,22
"879","20C",1,12,371,63,24
"880","14C",1,12,476,63,21
"881","20C",1,14,386,63,23
"882","14C",1,14,349,63,28
"883","14C",1,1,791,64,48
"884","20C",1,1,705,64,43
"885","20C",1,3,604,64,37
"886","14C",1,3,598,64,40
"887","20C",1,5,548,64,28
"888","14C",1,5,692,64,36
"889","20C",1,7,640,64,35
"890","14C",1,7,251,64,17
"891","20C",1,10,1050,64,48
"892","14C",1,10,415,64,22
"893","20C",1,12,359,64,24
"894","14C",1,12,331,64,21
"895","20C",1,14,358,64,23
"896","14C",1,14,526,64,28
"897","14C",1,1,863,65,48
"898","20C",1,1,640,65,43
"899","20C",1,3,785,65,37
"900","14C",1,3,617,65,40
"901","20C",1,5,544,65,28
"902","14C",1,5,583,65,36
"903","20C",1,7,648,65,35
"904","14C",1,7,290,65,17
"905","20C",1,10,683,65,48
"906","14C",1,10,534,65,22
"907","20C",1,12,455,65,24
"908","14C",1,12,367,65,21
"909","20C",1,14,608,65,23
"910","14C",1,14,462,65,28
"911","14C",1,1,689,66,48
"912","20C",1,1,742,66,43
"913","20C",1,3,525,66,37
"914","14C",1,3,718,66,40
"915","20C",1,5,472,66,28
"916","14C",1,5,457,66,36
"917","20C",1,7,484,66,35
"918","14C",1,7,369,66,17
"919","20C",1,10,767,66,48
"920","14C",1,10,318,66,22
"921","20C",1,12,462,66,24
"922","14C",1,12,387,66,21
"923","20C",1,14,305,66,23
"924","14C",1,14,527,66,28
"925","14C",1,1,707,67,48
"926","20C",1,1,612,67,43
"927","20C",1,3,601,67,37
"928","14C",1,3,734,67,40
"929","20C",1,5,451,67,28
"930","14C",1,5,706,67,36
"931","20C",1,7,707,67,35
"932","14C",1,7,274,67,17
"933","20C",1,10,830,67,48
"934","14C",1,10,378,67,22
"935","20C",1,12,561,67,24
"936","14C",1,12,430,67,21
"937","20C",1,14,428,67,23
"938","14C",1,14,591,67,28
"939","14C",1,1,818,68,48
"940","20C",1,1,599,68,43
"941","20C",1,3,523,68,37
"942","14C",1,3,581,68,40
"943","20C",1,5,433,68,28
"944","14C",1,5,510,68,36
"945","20C",1,7,657,68,35
"946","14C",1,7,307,68,17
"947","20C",1,10,758,68,48
"948","14C",1,10,292,68,22
"949","20C",1,12,314,68,24
"950","14C",1,12,453,68,21
"951","20C",1,14,309,68,23
"952","14C",1,14,343,68,28
"953","14C",1,1,724,69,48
"954","20C",1,1,720,69,43
"955","20C",1,3,747,69,37
"956","14C",1,3,667,69,40
"957","20C",1,5,451,69,28
"958","14C",1,5,425,69,36
"959","20C",1,7,544,69,35
"960","14C",1,7,399,69,17
"961","20C",1,10,571,69,48
"962","14C",1,10,434,69,22
"963","20C",1,12,294,69,24
"964","14C",1,12,354,69,21
"965","20C",1,14,644,69,23
"966","14C",1,14,530,69,28
"967","14C",1,1,818,70,48
"968","20C",1,1,625,70,43
"969","20C",1,3,657,70,37
"970","14C",1,3,823,70,40
"971","20C",1,5,522,70,28
"972","14C",1,5,580,70,36
"973","20C",1,7,515,70,35
"974","14C",1,7,292,70,17
"975","20C",1,10,746,70,48
"976","14C",1,10,229,70,22
"977","20C",1,12,442,70,24
"978","14C",1,12,719,70,21
"979","20C",1,14,359,70,23
"980","14C",1,14,417,70,28
"981","14C",1,1,772,71,48
"982","20C",1,1,886,71,43
"983","20C",1,3,698,71,37
"984","14C",1,3,637,71,40
"985","20C",1,5,455,71,28
"986","14C",1,5,749,71,36
"987","20C",1,7,525,71,35
"988","14C",1,7,196,71,17
"989","20C",1,10,849,71,48
"990","14C",1,10,382,71,22
"991","20C",1,12,507,71,24
"992","14C",1,12,333,71,21
"993","20C",1,14,293,71,23
"994","14C",1,14,584,71,28
"995","14C",1,1,851,72,48
"996","20C",1,1,814,72,43
"997","20C",1,3,670,72,37
"998","14C",1,3,689,72,40
"999","20C",1,5,535,72,28
"1000","14C",1,5,504,72,36
"1001","20C",1,7,640,72,35
"1002","14C",1,7,212,72,17
"1003","20C",1,10,692,72,48
"1004","14C",1,10,514,72,22
"1005","20C",1,12,400,72,24
"1006","14C",1,12,419,72,21
"1007","20C",1,14,439,72,23
"1008","14C",1,14,374,72,28
"1009","14C",1,1,756,73,48
"1010","20C",1,1,730,73,43
"1011","20C",1,3,767,73,37
"1012","14C",1,3,552,73,40
"1013","20C",1,5,337,73,28
"1014","14C",1,5,539,73,36
"1015","20C",1,7,634,73,35
"1016","14C",1,7,250,73,17
"1017","20C",1,10,692,73,48
"1018","14C",1,10,450,73,22
"1019","20C",1,12,426,73,24
"1020","14C",1,12,347,73,21
"1021","20C",1,14,450,73,23
"1022","14C",1,14,485,73,28
"1023","14C",1,1,839,74,48
"1024","20C",1,1,819,74,43
"1025","20C",1,3,595,74,37
"1026","14C",1,3,849,74,40
"1027","20C",1,5,372,74,28
"1028","14C",1,5,652,74,36
"1029","20C",1,7,493,74,35
"1030","14C",1,7,363,74,17
"1031","20C",1,10,724,74,48
"1032","14C",1,10,307,74,22
"1033","20C",1,12,448,74,24
"1034","14C",1,12,449,74,21
"1035","20C",1,14,531,74,23
"1036","14C",1,14,631,74,28
"1037","14C",1,1,731,75,48
"1038","20C",1,1,773,75,43
"1039","20C",1,3,557,75,37
"1040","14C",1,3,665,75,40
"1041","20C",1,5,520,75,28
"1042","14C",1,5,880,75,36
"1043","20C",1,7,553,75,35
"1044","14C",1,7,265,75,17
"1045","20C",1,10,861,75,48
"1046","14C",1,10,284,75,22
"1047","20C",1,12,325,75,24
"1048","14C",1,12,454,75,21
"1049","20C",1,14,363,75,23
"1050","14C",1,14,548,75,28
"1051","14C",1,1,798,76,48
"1052","20C",1,1,767,76,43
"1053","20C",1,3,526,76,37
"1054","14C",1,3,827,76,40
"1055","20C",1,5,532,76,28
"1056","14C",1,5,844,76,36
"1057","20C",1,7,713,76,35
"1058","14C",1,7,170,76,17
"1059","20C",1,10,808,76,48
"1060","14C",1,10,365,76,22
"1061","20C",1,12,547,76,24
"1062","14C",1,12,395,76,21
"1063","20C",1,14,366,76,23
"1064","14C",1,14,469,76,28
"1065","14C",1,1,827,77,48
"1066","20C",1,1,657,77,43
"1067","20C",1,3,668,77,37
"1068","14C",1,3,846,77,40
"1069","20C",1,5,461,77,28
"1070","14C",1,5,680,77,36
"1071","20C",1,7,613,77,35
"1072","14C",1,7,198,77,17
"1073","20C",1,10,760,77,48
"1074","14C",1,10,320,77,22
"1075","20C",1,12,383,77,24
"1076","14C",1,12,271,77,21
"1077","20C",1,14,480,77,23
"1078","14C",1,14,431,77,28
"1079","14C",1,1,750,78,48
"1080","20C",1,1,804,78,43
"1081","20C",1,3,602,78,37
"1082","14C",1,3,825,78,40
"1083","20C",1,5,450,78,28
"1084","14C",1,5,653,78,36
"1085","20C",1,7,575,78,35
"1086","14C",1,7,327,78,17
"1087","20C",1,10,970,78,48
"1088","14C",1,10,429,78,22
"1089","20C",1,12,521,78,24
"1090","14C",1,12,400,78,21
"1091","20C",1,14,466,78,23
"1092","14C",1,14,571,78,28
"1093","14C",1,1,728,79,48
"1094","20C",1,1,726,79,43
"1095","20C",1,3,454,79,37
"1096","14C",1,3,741,79,40
"1097","20C",1,5,572,79,28
"1098","14C",1,5,578,79,36
"1099","20C",1,7,614,79,35
"1100","14C",1,7,237,79,17
"1101","20C",1,10,830,79,48
"1102","14C",1,10,488,79,22
"1103","20C",1,12,273,79,24
"1104","14C",1,12,299,79,21
"1105","20C",1,14,340,79,23
"1106","14C",1,14,483,79,28
"1107","14C",1,1,804,80,48
"1108","20C",1,1,931,80,43
"1109","20C",1,3,722,80,37
"1110","14C",1,3,703,80,40
"1111","20C",1,5,527,80,28
"1112","14C",1,5,563,80,36
"1113","20C",1,7,621,80,35
"1114","14C",1,7,259,80,17
"1115","20C",1,10,820,80,48
"1116","14C",1,10,413,80,22
"1117","20C",1,12,311,80,24
"1118","14C",1,12,381,80,21
"1119","20C",1,14,340,80,23
"1120","14C",1,14,669,80,28
"1121","14C",1,1,779,81,48
"1122","20C",1,1,648,81,43
"1123","20C",1,3,418,81,37
"1124","14C",1,3,606,81,40
"1125","20C",1,5,621,81,28
"1126","14C",1,5,630,81,36
"1127","20C",1,7,655,81,35
"1128","14C",1,7,317,81,17
"1129","20C",1,10,926,81,48
"1130","14C",1,10,325,81,22
"1131","20C",1,12,416,81,24
"1132","14C",1,12,296,81,21
"1133","20C",1,14,378,81,23
"1134","14C",1,14,470,81,28
"1135","14C",1,1,935,82,48
"1136","20C",1,1,798,82,43
"1137","20C",1,3,619,82,37
"1138","14C",1,3,605,82,40
"1139","20C",1,5,481,82,28
"1140","14C",1,5,649,82,36
"1141","20C",1,7,552,82,35
"1142","14C",1,7,422,82,17
"1143","20C",1,10,768,82,48
"1144","14C",1,10,324,82,22
"1145","20C",1,12,338,82,24
"1146","14C",1,12,358,82,21
"1147","20C",1,14,401,82,23
"1148","14C",1,14,479,82,28
"1149","14C",1,1,763,83,48
"1150","20C",1,1,663,83,43
"1151","20C",1,3,772,83,37
"1152","14C",1,3,668,83,40
"1153","20C",1,5,463,83,28
"1154","14C",1,5,632,83,36
"1155","20C",1,7,428,83,35
"1156","14C",1,7,347,83,17
"1157","20C",1,10,900,83,48
"1158","14C",1,10,497,83,22
"1159","20C",1,12,463,83,24
"1160","14C",1,12,512,83,21
"1161","20C",1,14,307,83,23
"1162","14C",1,14,543,83,28
"1163","14C",1,1,923,84,48
"1164","20C",1,1,590,84,43
"1165","20C",1,3,572,84,37
"1166","14C",1,3,757,84,40
"1167","20C",1,5,404,84,28
"1168","14C",1,5,573,84,36
"1169","20C",1,7,606,84,35
"1170","14C",1,7,298,84,17
"1171","20C",1,10,648,84,48
"1172","14C",1,10,420,84,22
"1173","20C",1,12,403,84,24
"1174","14C",1,12,345,84,21
"1175","20C",1,14,387,84,23
"1176","14C",1,14,527,84,28
"1177","14C",1,1,866,85,48
"1178","20C",1,1,705,85,43
"1179","20C",1,3,676,85,37
"1180","14C",1,3,886,85,40
"1181","20C",1,5,627,85,28
"1182","14C",1,5,615,85,36
"1183","20C",1,7,723,85,35
"1184","14C",1,7,457,85,17
"1185","20C",1,10,707,85,48
"1186","14C",1,10,400,85,22
"1187","20C",1,12,557,85,24
"1188","14C",1,12,336,85,21
"1189","20C",1,14,281,85,23
"1190","14C",1,14,506,85,28
"1191","14C",1,1,1137,86,48
"1192","20C",1,1,645,86,43
"1193","20C",1,3,630,86,37
"1194","14C",1,3,634,86,40
"1195","20C",1,5,468,86,28
"1196","14C",1,5,616,86,36
"1197","20C",1,7,664,86,35
"1198","14C",1,7,409,86,17
"1199","20C",1,10,867,86,48
"1200","14C",1,10,227,86,22
"1201","20C",1,12,455,86,24
"1202","14C",1,12,297,86,21
"1203","20C",1,14,351,86,23
"1204","14C",1,14,419,86,28
"1205","14C",1,1,1012,87,48
"1206","20C",1,1,969,87,43
"1207","20C",1,3,709,87,37
"1208","14C",1,3,639,87,40
"1209","20C",1,5,427,87,28
"1210","14C",1,5,680,87,36
"1211","20C",1,7,529,87,35
"1212","14C",1,7,298,87,17
"1213","20C",1,10,1053,87,48
"1214","14C",1,10,340,87,22
"1215","20C",1,12,336,87,24
"1216","14C",1,12,550,87,21
"1217","20C",1,14,318,87,23
"1218","14C",1,14,423,87,28
"1219","14C",1,1,779,88,48
"1220","20C",1,1,1047,88,43
"1221","20C",1,3,483,88,37
"1222","14C",1,3,553,88,40
"1223","20C",1,5,570,88,28
"1224","14C",1,5,597,88,36
"1225","20C",1,7,631,88,35
"1226","14C",1,7,477,88,17
"1227","20C",1,10,888,88,48
"1228","14C",1,10,381,88,22
"1229","20C",1,12,325,88,24
"1230","14C",1,12,367,88,21
"1231","20C",1,14,471,88,23
"1232","14C",1,14,594,88,28
"1233","14C",1,1,915,89,48
"1234","20C",1,1,693,89,43
"1235","20C",1,3,429,89,37
"1236","14C",1,3,772,89,40
"1237","20C",1,5,508,89,28
"1238","14C",1,5,513,89,36
"1239","20C",1,7,628,89,35
"1240","14C",1,7,314,89,17
"1241","20C",1,10,687,89,48
"1242","14C",1,10,334,89,22
"1243","20C",1,12,348,89,24
"1244","14C",1,12,384,89,21
"1245","20C",1,14,461,89,23
"1246","14C",1,14,472,89,28
"1247","14C",1,1,1016,90,48
"1248","20C",1,1,833,90,43
"1249","20C",1,3,656,90,37
"1250","14C",1,3,849,90,40
"1251","20C",1,5,396,90,28
"1252","14C",1,5,517,90,36
"1253","20C",1,7,541,90,35
"1254","14C",1,7,261,90,17
"1255","20C",1,10,920,90,48
"1256","14C",1,10,370,90,22
"1257","20C",1,12,410,90,24
"1258","14C",1,12,513,90,21
"1259","20C",1,14,297,90,23
"1260","14C",1,14,478,90,28
"1261","14C",1,1,1015,91,48
"1262","20C",1,1,650,91,43
"1263","20C",1,3,569,91,37
"1264","14C",1,3,761,91,40
"1265","20C",1,5,525,91,28
"1266","14C",1,5,714,91,36
"1267","20C",1,7,587,91,35
"1268","14C",1,7,229,91,17
"1269","20C",1,10,918,91,48
"1270","14C",1,10,545,91,22
"1271","20C",1,12,308,91,24
"1272","14C",1,12,378,91,21
"1273","20C",1,14,351,91,23
"1274","14C",1,14,456,91,28
"1275","14C",1,1,670,92,48
"1276","20C",1,1,702,92,43
"1277","20C",1,3,648,92,37
"1278","14C",1,3,727,92,40
"1279","20C",1,5,295,92,28
"1280","14C",1,5,533,92,36
"1281","20C",1,7,490,92,35
"1282","14C",1,7,216,92,17
"1283","20C",1,10,773,92,48
"1284","14C",1,10,405,92,22
"1285","20C",1,12,402,92,24
"1286","14C",1,12,561,92,21
"1287","20C",1,14,359,92,23
"1288","14C",1,14,605,92,28
"1289","14C",1,1,965,93,48
"1290","20C",1,1,621,93,43
"1291","20C",1,3,656,93,37
"1292","14C",1,3,720,93,40
"1293","20C",1,5,478,93,28
"1294","14C",1,5,611,93,36
"1295","20C",1,7,589,93,35
"1296","14C",1,7,359,93,17
"1297","20C",1,10,647,93,48
"1298","14C",1,10,371,93,22
"1299","20C",1,12,343,93,24
"1300","14C",1,12,442,93,21
"1301","20C",1,14,537,93,23
"1302","14C",1,14,586,93,28
"1303","14C",1,1,649,94,48
"1304","20C",1,1,693,94,43
"1305","20C",1,3,478,94,37
"1306","14C",1,3,768,94,40
"1307","20C",1,5,450,94,28
"1308","14C",1,5,746,94,36
"1309","20C",1,7,552,94,35
"1310","14C",1,7,245,94,17
"1311","20C",1,10,971,94,48
"1312","14C",1,10,437,94,22
"1313","20C",1,12,456,94,24
"1314","14C",1,12,374,94,21
"1315","20C",1,14,424,94,23
"1316","14C",1,14,351,94,28
"1317","14C",1,1,716,95,48
"1318","20C",1,1,847,95,43
"1319","20C",1,3,515,95,37
"1320","14C",1,3,727,95,40
"1321","20C",1,5,558,95,28
"1322","14C",1,5,554,95,36
"1323","20C",1,7,558,95,35
"1324","14C",1,7,335,95,17
"1325","20C",1,10,664,95,48
"1326","14C",1,10,334,95,22
"1327","20C",1,12,377,95,24
"1328","14C",1,12,325,95,21
"1329","20C",1,14,310,95,23
"1330","14C",1,14,384,95,28
"1331","14C",1,1,720,96,48
"1332","20C",1,1,611,96,43
"1333","20C",1,3,633,96,37
"1334","14C",1,3,603,96,40
"1335","20C",1,5,464,96,28
"1336","14C",1,5,480,96,36
"1337","20C",1,7,754,96,35
"1338","14C",1,7,199,96,17
"1339","20C",1,10,884,96,48
"1340","14C",1,10,288,96,22
"1341","20C",1,12,380,96,24
"1342","14C",1,12,446,96,21
"1343","20C",1,14,311,96,23
"1344","14C",1,14,519,96,28
"1345","14C",1,1,951,97,48
"1346","20C",1,1,790,97,43
"1347","20C",1,3,554,97,37
"1348","14C",1,3,895,97,40
"1349","20C",1,5,628,97,28
"1350","14C",1,5,543,97,36
"1351","20C",1,7,456,97,35
"1352","14C",1,7,288,97,17
"1353","20C",1,10,896,97,48
"1354","14C",1,10,455,97,22
"1355","20C",1,12,444,97,24
"1356","14C",1,12,350,97,21
"1357","20C",1,14,441,97,23
"1358","14C",1,14,446,97,28
"1359","14C",1,1,697,98,48
"1360","20C",1,1,796,98,43
"1361","20C",1,3,668,98,37
"1362","14C",1,3,663,98,40
"1363","20C",1,5,499,98,28
"1364","14C",1,5,599,98,36
"1365","20C",1,7,446,98,35
"1366","14C",1,7,279,98,17
"1367","20C",1,10,1048,98,48
"1368","14C",1,10,503,98,22
"1369","20C",1,12,336,98,24
"1370","14C",1,12,557,98,21
"1371","20C",1,14,365,98,23
"1372","14C",1,14,431,98,28
"1373","14C",1,1,712,99,48
"1374","20C",1,1,709,99,43
"1375","20C",1,3,924,99,37
"1376","14C",1,3,645,99,40
"1377","20C",1,5,500,99,28
"1378","14C",1,5,542,99,36
"1379","20C",1,7,520,99,35
"1380","14C",1,7,201,99,17
"1381","20C",1,10,748,99,48
"1382","14C",1,10,423,99,22
"1383","20C",1,12,406,99,24
"1384","14C",1,12,293,99,21
"1385","20C",1,14,644,99,23
"1386","14C",1,14,576,99,28
"1387","14C",1,1,814,100,48
"1388","20C",1,1,608,100,43
"1389","20C",1,3,619,100,37
"1390","14C",1,3,614,100,40
"1391","20C",1,5,611,100,28
"1392","14C",1,5,608,100,36
"1393","20C",1,7,479,100,35
"1394","14C",1,7,282,100,17
"1395","20C",1,10,732,100,48
"1396","14C",1,10,336,100,22
"1397","20C",1,12,548,100,24
"1398","14C",1,12,278,100,21
"1399","20C",1,14,258,100,23
"1400","14C",1,14,509,100,28
"1401","14C",2,1,743,1,46
"1402","20C",2,1,602,1,44
"1403","20C",2,3,555,1,29
"1404","14C",2,3,441,1,34
"1405","20C",2,5,613,1,47
"1406","14C",2,5,458,1,34
"1407","20C",2,7,460,1,27
"1408","14C",2,7,425,1,26
"1409","20C",2,10,437,1,33
"1410","14C",2,10,258,1,20
"1411","20C",2,12,345,1,25
"1412","14C",2,12,660,1,32
"1413","20C",2,14,603,1,36
"1414","14C",2,14,284,1,17
"1415","14C",2,1,672,2,46
"1416","20C",2,1,622,2,44
"1417","20C",2,3,480,2,29
"1418","14C",2,3,529,2,34
"1419","20C",2,5,776,2,47
"1420","14C",2,5,566,2,34
"1421","20C",2,7,415,2,27
"1422","14C",2,7,322,2,26
"1423","20C",2,10,618,2,33
"1424","14C",2,10,437,2,20
"1425","20C",2,12,575,2,25
"1426","14C",2,12,632,2,32
"1427","20C",2,14,543,2,36
"1428","14C",2,14,421,2,17
"1429","14C",2,1,762,3,46
"1430","20C",2,1,623,3,44
"1431","20C",2,3,520,3,29
"1432","14C",2,3,732,3,34
"1433","20C",2,5,656,3,47
"1434","14C",2,5,559,3,34
"1435","20C",2,7,477,3,27
"1436","14C",2,7,650,3,26
"1437","20C",2,10,476,3,33
"1438","14C",2,10,286,3,20
"1439","20C",2,12,389,3,25
"1440","14C",2,12,588,3,32
"1441","20C",2,14,446,3,36
"1442","14C",2,14,232,3,17
"1443","14C",2,1,775,4,46
"1444","20C",2,1,656,4,44
"1445","20C",2,3,481,4,29
"1446","14C",2,3,602,4,34
"1447","20C",2,5,616,4,47
"1448","14C",2,5,681,4,34
"1449","20C",2,7,363,4,27
"1450","14C",2,7,420,4,26
"1451","20C",2,10,720,4,33
"1452","14C",2,10,280,4,20
"1453","20C",2,12,545,4,25
"1454","14C",2,12,633,4,32
"1455","20C",2,14,595,4,36
"1456","14C",2,14,368,4,17
"1457","14C",2,1,740,5,46
"1458","20C",2,1,722,5,44
"1459","20C",2,3,511,5,29
"1460","14C",2,3,592,5,34
"1461","20C",2,5,707,5,47
"1462","14C",2,5,761,5,34
"1463","20C",2,7,562,5,27
"1464","14C",2,7,447,5,26
"1465","20C",2,10,576,5,33
"1466","14C",2,10,394,5,20
"1467","20C",2,12,415,5,25
"1468","14C",2,12,631,5,32
"1469","20C",2,14,485,5,36
"1470","14C",2,14,312,5,17
"1471","14C",2,1,767,6,46
"1472","20C",2,1,660,6,44
"1473","20C",2,3,535,6,29
"1474","14C",2,3,503,6,34
"1475","20C",2,5,776,6,47
"1476","14C",2,5,360,6,34
"1477","20C",2,7,447,6,27
"1478","14C",2,7,401,6,26
"1479","20C",2,10,559,6,33
"1480","14C",2,10,295,6,20
"1481","20C",2,12,432,6,25
"1482","14C",2,12,561,6,32
"1483","20C",2,14,543,6,36
"1484","14C",2,14,308,6,17
"1485","14C",2,1,703,7,46
"1486","20C",2,1,634,7,44
"1487","20C",2,3,566,7,29
"1488","14C",2,3,397,7,34
"1489","20C",2,5,749,7,47
"1490","14C",2,5,710,7,34
"1491","20C",2,7,414,7,27
"1492","14C",2,7,414,7,26
"1493","20C",2,10,724,7,33
"1494","14C",2,10,374,7,20
"1495","20C",2,12,415,7,25
"1496","14C",2,12,606,7,32
"1497","20C",2,14,697,7,36
"1498","14C",2,14,368,7,17
"1499","14C",2,1,1073,8,46
"1500","20C",2,1,531,8,44
"1501","20C",2,3,463,8,29
"1502","14C",2,3,619,8,34
"1503","20C",2,5,610,8,47
"1504","14C",2,5,388,8,34
"1505","20C",2,7,428,8,27
"1506","14C",2,7,363,8,26
"1507","20C",2,10,640,8,33
"1508","14C",2,10,512,8,20
"1509","20C",2,12,352,8,25
"1510","14C",2,12,595,8,32
"1511","20C",2,14,648,8,36
"1512","14C",2,14,294,8,17
"1513","14C",2,1,920,9,46
"1514","20C",2,1,597,9,44
"1515","20C",2,3,666,9,29
"1516","14C",2,3,730,9,34
"1517","20C",2,5,789,9,47
"1518","14C",2,5,646,9,34
"1519","20C",2,7,390,9,27
"1520","14C",2,7,423,9,26
"1521","20C",2,10,621,9,33
"1522","14C",2,10,343,9,20
"1523","20C",2,12,362,9,25
"1524","14C",2,12,575,9,32
"1525","20C",2,14,579,9,36
"1526","14C",2,14,309,9,17
"1527","14C",2,1,842,10,46
"1528","20C",2,1,963,10,44
"1529","20C",2,3,544,10,29
"1530","14C",2,3,576,10,34
"1531","20C",2,5,772,10,47
"1532","14C",2,5,675,10,34
"1533","20C",2,7,434,10,27
"1534","14C",2,7,379,10,26
"1535","20C",2,10,665,10,33
"1536","14C",2,10,390,10,20
"1537","20C",2,12,434,10,25
"1538","14C",2,12,655,10,32
"1539","20C",2,14,470,10,36
"1540","14C",2,14,242,10,17
"1541","14C",2,1,655,11,46
"1542","20C",2,1,707,11,44
"1543","20C",2,3,728,11,29
"1544","14C",2,3,588,11,34
"1545","20C",2,5,715,11,47
"1546","14C",2,5,642,11,34
"1547","20C",2,7,488,11,27
"1548","14C",2,7,383,11,26
"1549","20C",2,10,550,11,33
"1550","14C",2,10,434,11,20
"1551","20C",2,12,485,11,25
"1552","14C",2,12,713,11,32
"1553","20C",2,14,698,11,36
"1554","14C",2,14,369,11,17
"1555","14C",2,1,866,12,46
"1556","20C",2,1,727,12,44
"1557","20C",2,3,426,12,29
"1558","14C",2,3,589,12,34
"1559","20C",2,5,998,12,47
"1560","14C",2,5,599,12,34
"1561","20C",2,7,364,12,27
"1562","14C",2,7,324,12,26
"1563","20C",2,10,621,12,33
"1564","14C",2,10,241,12,20
"1565","20C",2,12,444,12,25
"1566","14C",2,12,599,12,32
"1567","20C",2,14,812,12,36
"1568","14C",2,14,227,12,17
"1569","14C",2,1,689,13,46
"1570","20C",2,1,708,13,44
"1571","20C",2,3,453,13,29
"1572","14C",2,3,829,13,34
"1573","20C",2,5,553,13,47
"1574","14C",2,5,586,13,34
"1575","20C",2,7,392,13,27
"1576","14C",2,7,544,13,26
"1577","20C",2,10,659,13,33
"1578","14C",2,10,365,13,20
"1579","20C",2,12,452,13,25
"1580","14C",2,12,695,13,32
"1581","20C",2,14,782,13,36
"1582","14C",2,14,213,13,17
"1583","14C",2,1,686,14,46
"1584","20C",2,1,569,14,44
"1585","20C",2,3,432,14,29
"1586","14C",2,3,614,14,34
"1587","20C",2,5,862,14,47
"1588","14C",2,5,614,14,34
"1589","20C",2,7,444,14,27
"1590","14C",2,7,469,14,26
"1591","20C",2,10,709,14,33
"1592","14C",2,10,304,14,20
"1593","20C",2,12,286,14,25
"1594","14C",2,12,603,14,32
"1595","20C",2,14,461,14,36
"1596","14C",2,14,188,14,17
"1597","14C",2,1,863,15,46
"1598","20C",2,1,765,15,44
"1599","20C",2,3,344,15,29
"1600","14C",2,3,613,15,34
"1601","20C",2,5,698,15,47
"1602","14C",2,5,601,15,34
"1603","20C",2,7,502,15,27
"1604","14C",2,7,288,15,26
"1605","20C",2,10,704,15,33
"1606","14C",2,10,274,15,20
"1607","20C",2,12,518,15,25
"1608","14C",2,12,507,15,32
"1609","20C",2,14,551,15,36
"1610","14C",2,14,266,15,17
"1611","14C",2,1,909,16,46
"1612","20C",2,1,499,16,44
"1613","20C",2,3,520,16,29
"1614","14C",2,3,363,16,34
"1615","20C",2,5,691,16,47
"1616","14C",2,5,442,16,34
"1617","20C",2,7,370,16,27
"1618","14C",2,7,405,16,26
"1619","20C",2,10,443,16,33
"1620","14C",2,10,308,16,20
"1621","20C",2,12,333,16,25
"1622","14C",2,12,628,16,32
"1623","20C",2,14,570,16,36
"1624","14C",2,14,382,16,17
"1625","14C",2,1,761,17,46
"1626","20C",2,1,625,17,44
"1627","20C",2,3,476,17,29
"1628","14C",2,3,412,17,34
"1629","20C",2,5,911,17,47
"1630","14C",2,5,549,17,34
"1631","20C",2,7,463,17,27
"1632","14C",2,7,688,17,26
"1633","20C",2,10,589,17,33
"1634","14C",2,10,386,17,20
"1635","20C",2,12,304,17,25
"1636","14C",2,12,615,17,32
"1637","20C",2,14,601,17,36
"1638","14C",2,14,308,17,17
"1639","14C",2,1,734,18,46
"1640","20C",2,1,736,18,44
"1641","20C",2,3,476,18,29
"1642","14C",2,3,608,18,34
"1643","20C",2,5,782,18,47
"1644","14C",2,5,607,18,34
"1645","20C",2,7,430,18,27
"1646","14C",2,7,356,18,26
"1647","20C",2,10,557,18,33
"1648","14C",2,10,337,18,20
"1649","20C",2,12,463,18,25
"1650","14C",2,12,444,18,32
"1651","20C",2,14,541,18,36
"1652","14C",2,14,369,18,17
"1653","14C",2,1,794,19,46
"1654","20C",2,1,760,19,44
"1655","20C",2,3,657,19,29
"1656","14C",2,3,569,19,34
"1657","20C",2,5,892,19,47
"1658","14C",2,5,464,19,34
"1659","20C",2,7,476,19,27
"1660","14C",2,7,409,19,26
"1661","20C",2,10,585,19,33
"1662","14C",2,10,356,19,20
"1663","20C",2,12,472,19,25
"1664","14C",2,12,484,19,32
"1665","20C",2,14,775,19,36
"1666","14C",2,14,383,19,17
"1667","14C",2,1,923,20,46
"1668","20C",2,1,738,20,44
"1669","20C",2,3,495,20,29
"1670","14C",2,3,739,20,34
"1671","20C",2,5,691,20,47
"1672","14C",2,5,635,20,34
"1673","20C",2,7,530,20,27
"1674","14C",2,7,564,20,26
"1675","20C",2,10,586,20,33
"1676","14C",2,10,381,20,20
"1677","20C",2,12,392,20,25
"1678","14C",2,12,473,20,32
"1679","20C",2,14,530,20,36
"1680","14C",2,14,242,20,17
"1681","14C",2,1,680,21,46
"1682","20C",2,1,848,21,44
"1683","20C",2,3,474,21,29
"1684","14C",2,3,633,21,34
"1685","20C",2,5,730,21,47
"1686","14C",2,5,575,21,34
"1687","20C",2,7,604,21,27
